Question,Answer,,
"i want all Pak Wheelers to inform dem about serious draw backs by direct connection of radiator fan in ur ride Direct Connection of the Radiator Fan In PAKISTAN most of the cars have this problem that their radiator fan starts directly when the car is started regardless of the water temperature in the radiator, because the fan (electrically driven) circuit is by passed from the thermostat switch. Well our mechanics do this because they think that by keeping the water temperature (indicated at the control panel by temperature gauge) to the minimum possible level will help engine perform well. Actually the normal operating temperature of the engine, referred with respect to the water temperature in the radiator is 82 ± 3 °C. It is important to note that the water in the radiator boils at 115 to 120 °C .The radiator cap keeps the water under pressure and that is why the water boils above the its normal boiling point. The calibration of the gauge starts from 50°C .So the total range on the dial of the gauge is from 50°C to 120°C. So when needle reaches the middle of the gauge, engine is actually at its NORMAL WORKING TEMPERATURE {average temp of the gauge (as averages fall in the middle) is (115+50)/2=82.5 °C}. So at the normal working temperature the needle should be somewhere in the middle of the gauge. Whereas our so-called skilled mechanics interpret this as over-heating of the engine.THIS IS TOTALLY WRONG! In a moment I will be listing the disadvantages of having your radiator fan direct .But first I would like to tell the readers about the cooling system of the engine in brief . In water circuit of the engine (water circuit means the path of the water in engine) the effort is made to keep the water away from radiator till the water temperature in the water jacket reaches the 82°C mark. Simply you can say that water is not allowed to go in the radiator and is made to circulate inside the water jacket. This is done by using a device called THERMOSTAT VALVE. This thermostat valve when closed does not allow the water to circulate in the radiator. As soon as the temperature starts to go beyond 78°C the valve opens. This allows the water to be circulated in the radiator. If the heat dissipation of the radiator cannot keep the temperature at about 82°C the THERMOSTAT SWITCH completes the circuit of the electrically driven radiator fan to keep the temperature at 82°C by circulating air. IT IS IMPORTANT TO NOTE that if temperature goes beyond 82°C it is comparatively acceptable as the most likely disadvantage is the increased potential of the engine to knock at higher gear and low engine rpm . But if the temperature is less than the normal operating temperature then it will cause not only the deterioration of the engine performance but also shortening your engine life. So in most of the cars the thermostat valve is removed, making the water circuit complete all the times and also bypassing the thermostat switch to keep fan running with engine regardless of engine temperature . The problems that can arise as a result are discussed below: Problems associated with Carburetion Mixture Preparation The petrol air/mixture preparation in the carburetor is a temperature dependent function. To keep the mixture preparation efficiency maximum the water in the radiator and water jacket is fed to the outer walls (around venturi) of the carburetor to keep it warm. This increase of the temperature helps to mix up the petrol/air. If the temperature of the water is not at optimum, the petrol air mixture preparation in the carburetor will be effected .This will cause the engine to run on non-homogeneous mixture causing engine to misfire and vibrant engine operation is resulted. One must have noticed the vibrant engine operation on cold starting in the morning. This is also due to the same reason as engine temperature is very low and mixture preparation is not good. So by keeping the fan direct you are going make the engine run with vibrations and it will not deliver its full power as the mixture (petrol/air) is not homogeneous (well prepared) . Mixture Distribution If the temperature of the radiator water is kept low then the carburetor temperature also keeps low as the water circulates around the carburetor venturi (the cylindrical passage down the carburetor where air/petrol gets mixed) .The optimum carburetor operation is achieved at higher temperature. So by keeping the fan direct temperature is kept around 55 to 60 °C. This not only effects the mixture preparation but also the mixture movement as well. The mixture is prepared in carburetor and burnt in the cylinder. To get to cylinder the petrol/air passes through carburetor venturi and inlet manifold. If the temperature of venturi and manifold is low then the condensation of the petrol takes place. This will also cause the engine to run on non-homogeneous mixture and the engine running results will be the same as discussed in the above case . It is important to note that if the mixture fed to the cylinder is not homogeneous then the combustion will not produced the desired amount of power .By meaning the homogeneous mixture it is assumed that the mixture strength expressed by weight ratios is same through out the mixture volume .The combustion is so fast that in non homogeneous mixture the petrol will not burn in the areas where not enough air is not present .This results in loss of fuel and engine produces less power .So by keeping your fan direct you will actually be doing the same thing as discussed above as water temperature will be low. Problems associated with Engine Four Stroke Cycle As the engine temperature is not measured directly but is measured with respect to water temperature in the radiator so when the temperature of the radiator water reaches somewhere around 115 to 120°C, the temp. of the engine is enough to cause serious engine damage and it can even result in ceasing the engine . The point here which I would like to emphasize is that engine temperature is never measured directly but the water temperature is measured. So if water temperature is low so is the engine temperature.The discussion to follow will be carried taking the radiator water temperature as reference. When engine is started the temperature at the piston top or piston temperature is very low, same as atmospheric temperature. During engine operation it reaches hundred of degrees centigrade. No metal or alloy is developed yet which has zero expansion rate. So to accommodate the expansion the piston is made oval shaped. At cold starting the piston does not completely seal the cylinder, but as temperature rises the piston expands and seals the gap. At water temperatures above 115 to 120 °C the expansion is so great that the piston gets stuck resulting in serious engine damage. Below temperatures of say 75°C the piston is loosely fit in the cylinder. We will discuss engine condition keeping in mind that water temperature as it is less than 75°C as fan is made to operate directly preventing the engine to operate at its normal working temperature. Intake stroke When the normal operating temperature of the engine is not achieved then the piston is not complete fit in the cylinder. During intake stroke piston descends from TDC(top dead center) and reaches BDC (bottom dead center). So if the piston is not completely fit than the petrol/air will not be sucked in properly. This will result in low engine volumetric efficiency Compression Stroke During compression stroke piston reaches from BDCto TDC. If the temperature of the piston is below normal then it will not fit the cylinder. So the petrol air sucked in prior ot compression, when compressed during compression stroke will bypass the piston and piston rings into the crankcase (It will be discussed in detail later on). So full compression is not achieved and this results in lower engine output and higher fuel consumption . Power Stroke During power stoke the rapidly expanding gases pushes the piston down giving power. If the piston does not fit completely then the expanding gases will by pass the piston rings thus resulting in incomplete power transfer making the engine H.P to decrease and fuel consumption to increase . Exhaust Stroke During exhaust stroke if piston is not complete fit then the exhaust will not be good. The exhaust air will by pass the piston, rings and will reach the crankcase causing oil fouling (it will also be discussed in detail later on) . Engine Oil Fouling (a) If the engine is made to run on low temp than optimum then the compression stroke is not fully efficient. The petrol/air mixture instead of being compressed, by passes the piston and piston rings. On its way to crankcase it passes the cylinder wall. The cylinder walls are soaked with engine oil to lubricate piton and rings. So when petrol by passes the piston rings it mixes with the oil on the cylinder walls. Petrol being excellent organic solvent dissolves and dilutes the engine oil, promoting engine wear . (b) During power and exhaust stroke the burnt gases which are normally non metallic oxides (acidic in nature) bypass the piston rings and enter the crankcase. Here these gases mix with the water vapors. This forms acidic compounds that get mixed with engine oil resulting in altering the oil PH. It makes the engine oil acidic and corrosion always takes speeds up in the acidic medium. For this reason the engine oils are made buffers (which can retain there PH although some amount of acid is added to them). But they can retain there PH only if a small amount of acid is added. So if engine is run consistently on low temperature then it will promote engine wear as engine oil will get acidic . (c) The unburnt particles from the combustion chamber also by pass the piston as they are very small in size. When they enter the crankcase they get mixed with the oil. The engine oil are made detergents. That is they can accumulate small amount of these particles and hold them in suspension or you can say dissolve them. But this tendency is limited to a small amount. If prolonged use of engine at low temperature is carried out then it will cause pre mature engine wear. As these particles do not completely dissolve in oil, they narrow down the small channels in engine lubrication circuit. This effects the engine lubrication as proper amount of oil is not fed to the moving parts resulting in engine wear. Summarizing The Above Discussion The following are the problems summarized keeping in mind that if engine is not running on its normal working temperature. (1) It will decrease the air/petrol mixing efficiency . (2) It will effect the distribution of petrol/air mixture to each cylinder. (3) This will decrease the volumetric efficiency of the engine resulting in increased fuel consumption . (4) The engine oil will get fouled prematurely resulting in more oil changes . (5) The fouled engine oil will result in the premature engine wear shortening the engine life. (6) Vibrant and rough idle (low speed running). (7) Engine will never give its full power and torque . (8) It will increase the fuel consumption without increasing the output of the engine . Rear wheel Drive Cars In rare wheel drive cars the radiator fan is not electrically driven but it is belt driven. It starts running as soon as the engine is started. To keep the engine temperature at optimum level the water is not allowed to circulate (when cold) in the radiator as the THERMOSTAT VALVE remains closed. As soon as the temperature starts to rise the valve is opened and the belt driven fan keeps the air circulating making the water temperature stick to an optimum level. So in rear wheel drive cars the Thermostat valve should NEVER BE REMOVED. As it will result in the same problems as discussed above (by removing thermostat valve and making fan direct in front wheel cars) . MOVED TO CNG/MECHANICAL/TECHNICAL/PERFORMANCE","I am not going to read all this, but direct fan is very harmful for any car, keeps the car Cold all the time, so its never safe to push your car into high RPMs !",,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx",i think autophiles reply on page 1 is the best reply so far. as long as the tyres are not (local) generals you should be fine.,,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx","everyone is going on and on about ""BEST"",.. seriously it all depends on your vehicle and your requirements so please stop giving useless replies.",,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx",What is the price of Yokohama Aspec 185/65 R 14?,,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx","Bhai all tires are same, 19/20 ka difference hota hai. Stick to the original or stock size and make sure that the tyres are fresh at least 08 manufactured and go to a reliable dealer who does not stock tyres with tampered manufacturing date. Check the recommended sizes on the door stickers or users manual. And also see this tyre calculator, how change in tyre size affects speedo. As far as my research says you can upsize tires upto 3% difference 170http://www.miata.net/garage/tirecalc.html170",,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx",I Think Rotation Tyres Are Not Too Much Works Best On Roads Condition here.... I Think Yokohama Dunlop Goodyear And Bridgestone Are Best Known...!! The Thing Matters Alot Is The Manufacturing Date.....!! Fresher The Tyre...The Better It Performs..!!,,
"Hello, can any one tell me which tire is best for a 99 baleno with 14 alloy rims..some one told me to go for goodyear.. pl mention price as well.. thanx",@Haroon- what do u mean by 2nd tyres? And where exactly is Yester? Never heard of it,,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal","siraj_7;4853941: Yaar I saw a TV documentary on a local channel in which a car jacker was asked to show his skills. The person jacked the car + disabled and threw away the tracker in 90 seconds if I remember correctly. They have many ways to cheat the tracker, their thinking starts from where the thinking of the company ends. Let us see at the end result. Very few tracker cars are recovered after being stolen. I think the figure quoted in the documentary was 18%. One should focus on preventive measures rather than cures....Go through many threads in pakwheels on good quality steering locks, steering column locks, gear+handbreak locks and many other types. One should put enough hurdles in the way that car jacker decides to leave the car and focus some where else. I saw that video as well, that guy was hilarious Honda accord | vitz | Charade | Wagon R | Real estate | Dubai",,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal",i was reading some where that a very very less percentage of cars in Pakistan are recovered after being stolen which had tracker installed in them. The thieves have jammers and know how to hack the system out of the car in a matter of minutes.,,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal","Yaar I saw a TV documentary on a local channel in which a car jacker was asked to show his skills. The person jacked the car + disabled and threw away the tracker in 90 seconds if I remember correctly. They have many ways to cheat the tracker, their thinking starts from where the thinking of the company ends. Let us see at the end result. Very few tracker cars are recovered after being stolen. I think the figure quoted in the documentary was 18%. One should focus on preventive measures rather than cures....Go through many threads in pakwheels on good quality steering locks, steering column locks, gear+handbreak locks and many other types. One should put enough hurdles in the way that car jacker decides to leave the car and focus some where else.",,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal","and forget about tracker, the car jackers can fool the immobilizer system with a duplicate ECU and key... The more expensive the car the more trained the car jacker is. A mehran thief will not put his hands on a land cruiser similarly a Mercedes thief will be specialized in his job only. These people are highly skilled in their job and take it very seriously.",,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal",TPL c track Sent from my GT-I8190 using PW Forums mobile app,,
"Hi Everybody, Can any body tell me about GPS Tracker System (Anti Theft) for car. I want to install it in my car so plz guide me which company is better in Rawalpindi / Islamabad and what type of tracker system should be installed or what aspects should be taken care of while installing a tracker system. Is it workable solution? Regards, Faisal",@siraj_7 C track using anti jammer with thier tracker Sent from my GT-I8190 using PW Forums mobile app,,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.","rohaansaeed;3282953: Here is how it sits in the 3rd Generation Accord engine bay These pictures are off the net for reference purposes. There is only one of these engines in Shershah and its partially damaged (broken tappet cover, missing lifters, missing distributor, missing cam sensor etc. I had the original PH4 ECU for this engine at my home in Karachi along with the original gearbox, original exhaust muffler for this engine (it was an SS item). Sold them off last year. It is very very rare to find this engine,in Pakistan. The scrappie whom I bought this engine from bought these engines by accident thinking they were the van B20. There were two of these engines, one complete to the last plug (including vacuum forest box) and one broken, The complete one was sold off. Your best option would be to find the twin carb B18 engine for this car. There used to be quite a few of them in shershah.",,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.","rohaansaeed;3284338: That's a very informative reply I bought off one from Shershah as well, it was complete with the intake box and resonator as well from the 91 Prelude. Currently the car is with a relative and the car is running great MashAllah. B18 will be a very good choice as well, A20A3 and A20A4 aren't bad either, but yeah again, depends upon availability The prelude B20 cants backwards like the F and H series engines, this type B20 was only installed in this model year accord and its immediate cousin prelude. Thats why its so damn rare. The 91 prelude is completely different. I have driven an accord with this engine - its love I tell you, solid torque that can spin wheels like mad - while making sure the engine roar note never gets too rough. But the exhaust box (original one) makes it sound like a much bigger engine at high rpm - The car behind you can hear the exhaust note, but you cannot.",,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.","rohaansaeed;3285259: Yes I might be wrong, I think it was the sister Integra. I never had a chance to experience the B20 with the original exhaust as mine was a swap and the exhaust was better suited for the A16, so yeah I grabbed a Toyota Chaser exhaust and enjoyed driving with that on, it had a distinct roar in the mid range RPM's as well Really good engine in my opinion, loved it on long routes and the car felt great with it compared to the clumsy A16. This model accord does not have a transmission mount, the engine bears on 3 mounts, for weight and 2 for torque twisting. The 3 are: timing side, front and back on the subframes, the torque twisting ones are the one long dogbone at the top of the engine and one small rectangle piece under the transmission. Its sister prelude is incredibly rare in Pakistan, I know of one only in Quetta, the Integras share the civic platform and utilise completely different mounting points.",,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.","the B20A that you will usually see in yards is the prelude one that sits backwards like an h series, its best to take a picture with you of the accord 3rd generation B20A engine, its engine nos. should either be in 1 million series or 5 million series and should be falling forwards if sitting on the floor. I have had so many people mistake the early 90s Prelude B20A which were quite in abundance in shershah jyard godowns for 3rd gen accord B20A engines.",,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.","B20A Hands down Don't even think about swapping a B16, H22 or the D16. Give priority to the B20A engine as it's bolt on. It's PGM-Fi so make sure you get the complete setup (uncut wiring and ECU included). This engine came in the JDM Accords, Preludes and Vigors Never gave me any trouble, car always ran smooth as silk and it's a LOT better option compared to the A-series There were two variants, one is the Black top and one is the Golden top, you're more likely to find the Black top over here, both have an output of a very decent 160hp. You can even give consideration to the B18 series. Whatever you do, stick to the B-series. Do NOT swap the D15 as it will disrupt the weight distribution of the car. B20A and B18's are mostly PGM-Fi so yes you'll be switching from Carby to PGM-Fi, more fuel efficiency and more power. Oh and PGM-Fi stands for Programmed Fuel Injection",,
"Assalam-o-Alaikum. Hi everyone, I have a Honda Accord (H) of the 88 model, and I am looking to replace the engine. I need suggestions regarding a fuel-efficient and powerful engine for my car. Currently, it is in its original condition with the stock engine, which is a CNG 1.6cc 12 valve A16A engine.",Here is how it sits in the 3rd Generation Accord engine bay These pictures are off the net for reference purposes.,,
"Hello , need t tap connectors for 16 and 18 AWG wire. any idea where can I get it Lahore?","Here are some tips that may be helpful: -  - 1. Prioritize self-care: Take care of your physical and mental well-being. Get enough sleep, eat healthy, and engage in activities that bring you joy and relaxation. -  - 2. Set clear goals: Define what you want to achieve and break it down into smaller, manageable tasks. This can help you stay focused and motivated. -  - 3. Seek support from others: Don't hesitate to reach out to friends, family, or mentors for advice and assistance. Sometimes, just having someone to talk to can provide valuable insights and encouragement. -  - 4. Stay organized: Create schedules, to-do lists, or use productivity tools to keep track of your tasks and deadlines. This can prevent overwhelm and help you stay on top of things. -  - 5. Learn to manage your time effectively: Prioritize your tasks and avoid procrastination. Identify your most productive times of the day and allocate them for more demanding or complex tasks. -  - 6. Embrace a growth mindset: Be open to learning and embracing challenges as opportunities for growth. Don't be discouraged by setbacks; instead, use them as learning experiences. -  - 7. Take breaks and practice self-reflection: It's essential to take regular breaks to recharge and reflect on your progress. This can help you identify areas of improvement and make necessary adjustments to your approach. -  - Remember, everyone's journey is unique, so find what works best for you and adapt as needed.",,
"Hello , need t tap connectors for 16 and 18 AWG wire. any idea where can I get it Lahore?","Hall Road is a famous street located in Lahore, Pakistan. It serves as a major hub for electronic goods, including computers, mobile phones, and other consumer electronics. The road is lined with numerous shops and vendors offering a wide range of products, making it a popular destination for shopping enthusiasts. Additionally, Hall Road also houses repair centers and service providers, catering to the needs of customers looking for technical assistance with their electronic devices.",,
"@mods please close this discussion, issue resolved. I've stock Yaris Ativ and want to add ONLY Active subwoofer (with built-in amp) with stock headunit. That's it. I'm not crazy about bass, just want to add a bit of lows, that's it. I visited wheel on entertainment and they said it's not possible / helpful. Then, got the quote of 85K to replace front 2 speakers, amp, sub and what not & then I walked away. I only want to install bass tube like jbl or pioneer. Is it possible? Any shop recommendations in Lahore? FYI - Yaris Ativ 1.3 stock Kenwood headunit is pretty good and so are stock 4 speakers. I listen to ONLY 256Kbps songs vis Bluetooth and for some select songs, even rare view mirror vibrates if you look carefully so adding a sub will help. Thoughts on it?",Active underseat sub is usually 25-30k try getting one on olx.. everyone is selling their own manjan these days - research what fits your needs best and then look for who is selling it.,,
"@mods please close this discussion, issue resolved. I've stock Yaris Ativ and want to add ONLY Active subwoofer (with built-in amp) with stock headunit. That's it. I'm not crazy about bass, just want to add a bit of lows, that's it. I visited wheel on entertainment and they said it's not possible / helpful. Then, got the quote of 85K to replace front 2 speakers, amp, sub and what not & then I walked away. I only want to install bass tube like jbl or pioneer. Is it possible? Any shop recommendations in Lahore? FYI - Yaris Ativ 1.3 stock Kenwood headunit is pretty good and so are stock 4 speakers. I listen to ONLY 256Kbps songs vis Bluetooth and for some select songs, even rare view mirror vibrates if you look carefully so adding a sub will help. Thoughts on it?",I am not export in audio technicality but check with Soundworks in Liberty they have good repute in the business,,
"@mods please close this discussion, issue resolved. I've stock Yaris Ativ and want to add ONLY Active subwoofer (with built-in amp) with stock headunit. That's it. I'm not crazy about bass, just want to add a bit of lows, that's it. I visited wheel on entertainment and they said it's not possible / helpful. Then, got the quote of 85K to replace front 2 speakers, amp, sub and what not & then I walked away. I only want to install bass tube like jbl or pioneer. Is it possible? Any shop recommendations in Lahore? FYI - Yaris Ativ 1.3 stock Kenwood headunit is pretty good and so are stock 4 speakers. I listen to ONLY 256Kbps songs vis Bluetooth and for some select songs, even rare view mirror vibrates if you look carefully so adding a sub will help. Thoughts on it?","Thanks brother @faridahmed , I'll surely visit them. Today, I've visited Abdullah Electronics - Sajid Radio. These guys. They're decent and I had a good discussion with them. I've got a good quote from them. Also visited Laser Sound next to them but it was an bad experience, anyways. As soon as I'll install subs, I'll surely update this thread for future reference.",,
"@mods please close this discussion, issue resolved. I've stock Yaris Ativ and want to add ONLY Active subwoofer (with built-in amp) with stock headunit. That's it. I'm not crazy about bass, just want to add a bit of lows, that's it. I visited wheel on entertainment and they said it's not possible / helpful. Then, got the quote of 85K to replace front 2 speakers, amp, sub and what not & then I walked away. I only want to install bass tube like jbl or pioneer. Is it possible? Any shop recommendations in Lahore? FYI - Yaris Ativ 1.3 stock Kenwood headunit is pretty good and so are stock 4 speakers. I listen to ONLY 256Kbps songs vis Bluetooth and for some select songs, even rare view mirror vibrates if you look carefully so adding a sub will help. Thoughts on it?","Thanks, it's a bit late now but will check with them tomorrow afternoon, too. Appreciate that you've shared the contact info",,
"@mods please close this discussion, issue resolved. I've stock Yaris Ativ and want to add ONLY Active subwoofer (with built-in amp) with stock headunit. That's it. I'm not crazy about bass, just want to add a bit of lows, that's it. I visited wheel on entertainment and they said it's not possible / helpful. Then, got the quote of 85K to replace front 2 speakers, amp, sub and what not & then I walked away. I only want to install bass tube like jbl or pioneer. Is it possible? Any shop recommendations in Lahore? FYI - Yaris Ativ 1.3 stock Kenwood headunit is pretty good and so are stock 4 speakers. I listen to ONLY 256Kbps songs vis Bluetooth and for some select songs, even rare view mirror vibrates if you look carefully so adding a sub will help. Thoughts on it?","JBL Bazooka Bass tube (non-active) and underseat (active) woofers are currently available. For more information, please contact Mr. Aaqib Arkam at +923214877172 in Wapda Town, Lahore. You can mention the reference of Mohsin Ali from Pakwheels. He offers a wide range of car audio equipment at reasonable prices.",,
AS-SALAM-0-ALAIKUM sir i have suzuki kei 1999 model and toyota fielder 2004 model. I got my cars checked from mechanics like SHAHJEE AND GOLA WALA AND WASEEM ENGINEERING and they said that shocks and springs of my cars are destroyed and they needs to be replaced or repaired so i am a bit confused that what should i do. Please guide me where i should go to repair/replace my shocks and springs in karachi please guide me a good SUSPENSION REPAIR/REPLACE SHOP I will be thankful to you all PW's Members.  Best regards SYED MOHAMMED ALI,buy shocks of suzuki alto... should be a direct replacement on the kei..,,
AS-SALAM-0-ALAIKUM sir i have suzuki kei 1999 model and toyota fielder 2004 model. I got my cars checked from mechanics like SHAHJEE AND GOLA WALA AND WASEEM ENGINEERING and they said that shocks and springs of my cars are destroyed and they needs to be replaced or repaired so i am a bit confused that what should i do. Please guide me where i should go to repair/replace my shocks and springs in karachi please guide me a good SUSPENSION REPAIR/REPLACE SHOP I will be thankful to you all PW's Members.  Best regards SYED MOHAMMED ALI,^ Yes the genuine shocks of alto are very soft and gives a wavy effect while on bumps.,,
AS-SALAM-0-ALAIKUM sir i have suzuki kei 1999 model and toyota fielder 2004 model. I got my cars checked from mechanics like SHAHJEE AND GOLA WALA AND WASEEM ENGINEERING and they said that shocks and springs of my cars are destroyed and they needs to be replaced or repaired so i am a bit confused that what should i do. Please guide me where i should go to repair/replace my shocks and springs in karachi please guide me a good SUSPENSION REPAIR/REPLACE SHOP I will be thankful to you all PW's Members.  Best regards SYED MOHAMMED ALI,"alrafay69;5236220: The best place to get your suspension and other auto problems repaired is Auto Repair, Car Fix, Overhaul, Service, Auto Karachi, Auto D.H.A in D.H.A Phase 2 Karachi. Their phone number is 021-35383616. Can you clean the catalytic converter of a Toyota Vitz 2009 with a 1KR-FE engine? RKBladeX.",,
AS-SALAM-0-ALAIKUM sir i have suzuki kei 1999 model and toyota fielder 2004 model. I got my cars checked from mechanics like SHAHJEE AND GOLA WALA AND WASEEM ENGINEERING and they said that shocks and springs of my cars are destroyed and they needs to be replaced or repaired so i am a bit confused that what should i do. Please guide me where i should go to repair/replace my shocks and springs in karachi please guide me a good SUSPENSION REPAIR/REPLACE SHOP I will be thankful to you all PW's Members.  Best regards SYED MOHAMMED ALI,"NipponBrake: Yes, we do have a workshop. Could you please provide the location of your workshop? - RKBladeX",,
AS-SALAM-0-ALAIKUM sir i have suzuki kei 1999 model and toyota fielder 2004 model. I got my cars checked from mechanics like SHAHJEE AND GOLA WALA AND WASEEM ENGINEERING and they said that shocks and springs of my cars are destroyed and they needs to be replaced or repaired so i am a bit confused that what should i do. Please guide me where i should go to repair/replace my shocks and springs in karachi please guide me a good SUSPENSION REPAIR/REPLACE SHOP I will be thankful to you all PW's Members.  Best regards SYED MOHAMMED ALI,VISIT ABDUL HAMEED & SONS on plaza rubber market. They are very best in their work and also refill the shock absorber and give 1 year warranty. contact Mr. Afzal 03002116069,,
"Hello & Salam to All PakWheelers! I own a Cultus and currently I have removed the CNG Cylendir from the Trunk because shortage and long lines of CNG and to add some space for luggage. I put the stock speakers and parcel board back in the car. Before that i was using a chipboard 0.75"" speaker board aka phatta with a pair of 6x9 and they were doing the job. Now the stock speakers sound very pathetic as compared to the ones I have before. Now suggest me ideas for getting better audio quality without sacrificing on trunk space. One idea i have in my mind is making adding two pairs of speakers at some moveable sealed MDF cubic box which work just like the stock fiber board, by using some kind of angel iron brackets and base so the weight can be beared. The second thought which is being used by many Cultus owners, put a pair of 6x9 speakers on the stock fiber board. Is it a good idea to add the speakers directly on the stock parcel tray? will it bear the constant weight of speakers around 5kg or more. Along with this 1 pair, how about adding another pair for front underseat speakers, by either using ready made or either using custom made. Have any one tried underseat speakers in Cultus. I am using the underseat space for front speakers because the stock fittings for sepeakers is not good. PS: Suggest me which speakers to use Ovals or Circulars, which can be run directly on Head Unit Stereo. Stereo is Pioneer / Carrozzeria FH-P530 roughly 50Wx4. If someone has any other idea then kindly share. Or please guide me in this regard. Regards, Shahid","irfanor;5208432: Try this, both caddies will cost around 2k. Add any components & let the party jumping. Sent from my OnePlus 2 Nicely done. How is the result?",,
"Hello & Salam to All PakWheelers! I own a Cultus and currently I have removed the CNG Cylendir from the Trunk because shortage and long lines of CNG and to add some space for luggage. I put the stock speakers and parcel board back in the car. Before that i was using a chipboard 0.75"" speaker board aka phatta with a pair of 6x9 and they were doing the job. Now the stock speakers sound very pathetic as compared to the ones I have before. Now suggest me ideas for getting better audio quality without sacrificing on trunk space. One idea i have in my mind is making adding two pairs of speakers at some moveable sealed MDF cubic box which work just like the stock fiber board, by using some kind of angel iron brackets and base so the weight can be beared. The second thought which is being used by many Cultus owners, put a pair of 6x9 speakers on the stock fiber board. Is it a good idea to add the speakers directly on the stock parcel tray? will it bear the constant weight of speakers around 5kg or more. Along with this 1 pair, how about adding another pair for front underseat speakers, by either using ready made or either using custom made. Have any one tried underseat speakers in Cultus. I am using the underseat space for front speakers because the stock fittings for sepeakers is not good. PS: Suggest me which speakers to use Ovals or Circulars, which can be run directly on Head Unit Stereo. Stereo is Pioneer / Carrozzeria FH-P530 roughly 50Wx4. If someone has any other idea then kindly share. Or please guide me in this regard. Regards, Shahid",Hmmm... result should be impressive with comps. Would love to get cheap panels for mods as I am after Sony XS-GTX1620S comps which I heard are great in minimal price but first I am in pursuit of replacing stock HU :).,,
